Date,Plant_ID,Plant_ID_lf,date,Plant_ID_lic,Reason
NA,D6.MADGRA.2,NA,2024-05-10T10:56:47Z,D6.MADGRA.2,
NA,G8.MADGRA.2,NA,2024-05-13T09:17:19Z,G8.MADGRA.2,
NA,B7.MADGRA.2,NA,2024-05-13T09:26:38Z,B7.MADGRA.2,
NA,B4.MADGRA.2,NA,2024-05-13T09:38:31Z,B4.MADGRA.2,
NA,23.G3.STIPUL.1,NA,2024-05-13T10:30:48Z,23.G3.STIPUL.1,
NA,E5.STIPUL.2,NA,2024-05-13T11:56:58Z,E5.STIPUL.2,
NA,23.J8.STIPUL.2,NA,2024-05-13T12:01:07Z,23.J8.STIPUL.2,
NA,23.E6.STIPUL.1,NA,2024-05-13T12:08:50Z,23.E6.STIPUL.1,
NA,D4.HOLVIR.2,NA,2024-05-15T11:24:39Z,D4.HOLVIR.2,
NA,J6.HOLVIR.2,NA,2024-05-15T11:37:42Z,J6.HOLVIR.2,
NA,XX.CORFIL.1-A7-CR,NA,2024-05-18T09:17:55Z,XX.CORFIL.1-A7-CR,
NA,23.A6.CORFIL.2,NA,2024-05-18T09:31:19Z,23.A6.CORFIL.2,
NA,A6.CORFIL.2,NA,2024-05-18T09:35:15Z,A6.CORFIL.2,
NA,G3.CORFIL.2,NA,2024-05-18T09:44:18Z,G3.CORFIL.2,
NA,H1.CORFIL.2-H8,NA,2024-05-18T10:03:21Z,H1.CORFIL.2-H8,
NA,B3.CORFIL.2-A7,NA,2024-05-18T10:08:17Z,B3.CORFIL.2-A7,
NA,H8.CORFIL.2-G3,NA,2024-05-18T10:30:42Z,H8.CORFIL.2-G3,
NA,23.E3.DANCAL.1,NA,2024-05-18T11:52:50Z,23.E3.DANCAL.1,
NA,23.J2.DANCAL.1,NA,2024-05-18T11:58:09Z,23.J2.DANCAL.1,
NA,23.E3.DANCAL.2,NA,2024-05-18T12:08:31Z,23.E3.DANCAL.2,
NA,23.E3.DANCAL.3,NA,2024-05-18T12:13:38Z,23.E3.DANCAL.3,
NA,23.E1.DANCAL.2,NA,2024-05-18T12:20:03Z,23.E1.DANCAL.2,
NA,23.H6.DANCAL.1,NA,2024-05-18T12:31:20Z,23.H6.DANCAL.1,
NA,23.G6.DANCAL.1,NA,2024-05-18T12:36:21Z,23.G6.DANCAL.1,
NA,F2.MIRMUL.1,NA,2024-05-18T12:47:58Z,F2.MIRMUL.1,
